Ensembl Gene ID	pLI
ENSG00000085840	3.38880226667e-05
ENSG00000116157	0.000179755480234
ENSG00000162377	0.167434926951
ENSG00000121310	1.18082144337e-07
ENSG00000182183	0.000284217822528
ENSG00000174348	5.19676455998e-07
ENSG00000157193	0.999985760234
ENSG00000134748	0.996467618668
ENSG00000162383	1.86525618722e-05
ENSG00000162390	1.33339142705e-10
ENSG00000081870	0.0049787400017
ENSG00000215883	4.23010695021e-05
ENSG00000157216	0.999756196037
ENSG00000058799	0.0173793241634
ENSG00000211452	0.271104148642
ENSG00000116212	1.66639189392e-06
ENSG00000162396	0.701898000016
ENSG00000116209	2.23025067853e-07
ENSG00000184313	6.6510765034e-19
ENSG00000116205	2.81297991262e-05
ENSG00000157211	6.92291104065e-10
ENSG00000243725	0.0439675923529
ENSG00000006555	0.00087802724011
ENSG00000162391	3.92272933199e-13
ENSG00000203985	0.000101665235919
ENSG00000116221	0.000268371179907
ENSG00000162398	2.53305443831e-11
ENSG00000177606	0.460851901207
ENSG00000157131	5.35564073075e-11
ENSG00000162601	0.0202316448545
ENSG00000143001	0.00437577280285
ENSG00000172456	1.20951730816e-11
ENSG00000162600	3.51132911002e-09
ENSG00000116133	0.969136893394
ENSG00000187889	2.35652055532e-30
ENSG00000162598	1.57688017828e-17
ENSG00000134716	4.51201698998e-12
ENSG00000021852	1.49406934498e-09
ENSG00000162407	0.961834123263
ENSG00000169174	1.0250761121e-10
ENSG00000162409	1.44261719898e-05
ENSG00000173406	0.981408567285
ENSG00000162402	0.999999998496
ENSG00000184292	0.205248032325
ENSG00000162399	4.41379060688e-07
ENSG00000134709	4.15670073195e-05
ENSG00000088035	0.0553676261725
ENSG00000162599	0.999555166213
ENSG00000132854	5.39849862785e-08
ENSG00000142856	1.4705402172e-05
ENSG00000116641	0.771361085897
ENSG00000132855	2.12015609402e-07
ENSG00000162604	0.0420614829227
ENSG00000177414	7.8093125287e-08
ENSG00000079739	9.96139807231e-06
ENSG00000185483	0.906688532334
ENSG00000162607	0.993180568282
ENSG00000162437	1.85996394365e-06
ENSG00000132849	6.18135248542e-26
ENSG00000240563	0.000340201048661
ENSG00000125703	3.32761781234e-09
ENSG00000203965	1.67071925384e-12
ENSG00000158966	0.838036969204
ENSG00000162434	0.995909680355
ENSG00000118473	0.999651092711
ENSG00000162594	0.00649529618716
ENSG00000203963	2.70036597975e-05
ENSG00000198160	0.966295466397
ENSG00000152760	0.00642468214044
ENSG00000213625	0.0947893568489
ENSG00000184588	0.709078616911
ENSG00000172410	1.51756497878e-05
ENSG00000162595	0.0372391763198
ENSG00000142864	0.999863113808
ENSG00000081985	4.50998691873e-06
ENSG00000116678	0.99980534205
ENSG00000152763	7.87925768321e-11
ENSG00000172380	0.553351817862
ENSG00000162433	0.236133360993
ENSG00000116704	0.00185420052878
ENSG00000116675	0.999188350793
ENSG00000116717	0.109847669304
ENSG00000116783	1.80292277017e-38
ENSG00000050628	0.787642828877
ENSG00000162623	0.431871959846
ENSG00000116791	1.14334039128e-14
ENSG00000254685	5.97096312971e-08
ENSG00000116754	0.999787767134
ENSG00000132485	0.992881089844
ENSG00000024526	3.29623878527e-07
ENSG00000116729	0.344541187035
ENSG00000172260	0.951349394977
ENSG00000178965	4.16253138953e-32
ENSG00000116761	4.08793061635e-05
ENSG00000033122	0.999998533487
ENSG00000118454	0.999095558404
ENSG00000116745	1.4584000568e-07
ENSG00000259030	1.84157554258e-38
ENSG00000197568	0.00618097014298
ENSG00000066557	2.64692039855e-19
ENSG00000162620	3.22226837337e-15
ENSG00000137965	4.7229235259e-14
ENSG00000137968	0.0342286898389
ENSG00000162613	0.999972830983
ENSG00000162616	0.840407621122
ENSG00000117069	0.852521023464
ENSG00000137955	0.449469061672
ENSG00000162614	3.66202095881e-06
ENSG00000142892	0.00054478761884
ENSG00000137959	2.21842256623e-10
ENSG00000162624	0.66332320644
ENSG00000184005	0.178471681213
ENSG00000154007	0.00615869575211
ENSG00000137960	3.41555177811e-08
ENSG00000117054	8.44476503476e-10
ENSG00000057468	3.69947165275e-15
ENSG00000122420	0.760040674563
ENSG00000154027	0.139499449417
ENSG00000036549	0.999729639003
ENSG00000077254	0.996116690829
ENSG00000180488	0.000750458579416
ENSG00000162642	0.359076551651
ENSG00000162643	0.000118222164734
ENSG00000117114	0.999999944952
ENSG00000171517	0.786363329238
ENSG00000153904	0.168276873038
ENSG00000203943	0.128562761436
ENSG00000162618	5.25882220113e-07
ENSG00000153898	1.32269877326e-10
ENSG00000142875	0.612478408551
ENSG00000097096	3.19709426066e-12
ENSG00000137976	3.78798985155e-14
ENSG00000142867	0.118213218716
ENSG00000117155	0.000829858792209
ENSG00000142871	0.882250775889
ENSG00000055732	3.77973883718e-07
ENSG00000137941	0.268072469344
ENSG00000117133	9.47682922184e-07
ENSG00000117151	2.00761188894e-07
ENSG00000174021	0.524989345213
ENSG00000097033	0.730421396838
ENSG00000137944	3.04636359623e-08
ENSG00000183291	0.428149534913
ENSG00000162654	1.42218697794e-09
ENSG00000122417	3.32070872907e-09
ENSG00000171502	1.06341054664e-25
ENSG00000153936	0.535866622244
ENSG00000137947	0.489078694213
ENSG00000213512	5.50946977464e-11
ENSG00000016602	3.19440293023e-09
ENSG00000065243	0.999995222562
ENSG00000267561	0.0888231635701
ENSG00000117228	1.80843358163e-12
ENSG00000016490	6.08038432285e-06
ENSG00000117174	0.00053615077433
ENSG00000137975	1.90835519561e-20
ENSG00000117226	5.83109623121e-18
ENSG00000213516	0.119596956168
ENSG00000162645	1.96948500969e-05
ENSG00000143013	0.81602656067
ENSG00000183347	2.4541356704e-10
ENSG00000162669	1.44957889668e-23
ENSG00000097046	0.352414094259
ENSG00000189195	1.30361769669e-06
ENSG00000143032	0.222344944287
ENSG00000162664	0.9779177168
ENSG00000154451	7.95482106406e-06
ENSG00000174842	4.16913776813e-06
ENSG00000122482	0.997328579643
ENSG00000172031	0.0335439268692
ENSG00000203910	0.0240479302433
ENSG00000162676	0.0296285571141
ENSG00000171488	0.0165279231134
ENSG00000067208	2.33071549245e-06
ENSG00000122484	0.00208553433643
ENSG00000069702	0.0110547982038
ENSG00000137948	2.47163040334e-06
ENSG00000197147	0.806424943328
ENSG00000171492	0.868441355312
ENSG00000117528	0.999695622624
ENSG00000154511	0.0908652263134
ENSG00000152078	0.338393703133
ENSG00000137962	0.999986514079
ENSG00000198691	1.2676278298e-28
ENSG00000117525	0.13202136081
